봄여름가을겨울 재배,재배 지역,작업기간,작업시기,추천작업1,추천작업2,추천작업3,추천작업4,추천작업5,항목구분,가이드분류,체크리스트,주기유형,간격일,작업분류,비고
겨울재배,,씨뿌림·모기르기 시,10월 중순~10월 하순,씨뿌림,,,,,가이드,씨뿌림,"씨앗량은 10a당 0.4~0.6㎗, 파종상은 10a당 3.3㎡(200공 플러그 모 기르기 시 40㎡)로 준비해주세요.",-,,planting,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
겨울재배,,씨뿌림·모기르기 시,10월 중순~10월 하순,모기르기,,,,,가이드,모기르기,128공 또는 200공 플러그트레이에서 본잎이 3~4매가 될 때까지 모를 길러주세요.,-,,planting,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
겨울재배,,아주심기 시,11월 하순~12월 상순,아주심기,,,,,작업,,아주심기,일회성,,planting,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
겨울재배,,아주심기 시,11월 하순~12월 상순,아주심기,,,,,작업메모,,"본엽 3~5매(플러그 묘) 시기에 이랑 너비 150~180cm, 포기 사이 20×20cm 내외 간격으로 10a당 약 20,000주를 심어주세요.",-,,planting,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
겨울재배,,아주심기 시,11월 하순~12월 상순,아주심기,,,,,가이드,아주심기 시기·간격,아주심기는 본엽 3~5매(플러그 묘) 시기에 해주세요.,-,,planting,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
겨울재배,,아주심기 시,11월 하순~12월 상순,아주심기,,,,,가이드,아주심기 시기·간격,"이랑 너비 150~180cm, 포기 사이 20×20cm 내외 간격으로 심어주세요(10a당 약 20,000주 기준).",-,,planting,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
겨울재배,,생육기,아주심기 후~수확 전,물주기,웃거름 주기,병해충 방제,,,작업,,물주기,상시,,general,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
겨울재배,,생육기,아주심기 후~수확 전,물주기,웃거름 주기,병해충 방제,,,작업,,웃거름 주기,주기성,10,general,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
겨울재배,,생육기,아주심기 후~수확 전,물주기,웃거름 주기,병해충 방제,,,작업,,병해충 방제,상시,,pest,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
겨울재배,,생육기,아주심기 후~수확 전,물주기,웃거름 주기,병해충 방제,,,작업메모,,"물주기는 스프링클러·분수호스·점적관수 중 적당한 방법으로 하고, 웃거름은 10일 간격으로 주세요. 병해충은 예방 위주로 방제해주세요.",-,,general,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
겨울재배,,생육기,아주심기 후~수확 전,웃거름 주기,,,,,가이드,비료주기,"밑거름은 전체 시비량의 50%(퇴비·석회·인산은 100%)를 넣고, 웃거름은 10일 간격으로 나눠 주세요.",-,,general,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
겨울재배,,생육기,아주심기 후~수확 전,병해충 방제,,,,,가이드,병해충 방제,휴경기에 담수를 하면 선충 밀도를 줄일 수 있어요.,-,,pest,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
겨울재배,,생육기,아주심기 후~수확 전,병해충 방제,,,,,가이드,병해충 방제,돌려짓기와 유기물 시용으로 병해충 발생을 줄여주세요.,-,,pest,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
겨울재배,,생육기,아주심기 후~수확 전,병해충 방제,,,,,가이드,병해충 방제,농약안전사용기준을 지켜서 방제해주세요.,-,,pest,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
겨울재배,,수확기,1월 상순~3월 하순,수확,,,,,작업,,수확,일회성,,harvest,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
겨울재배,,수확기,1월 상순~3월 하순,수확,,,,,작업메모,,"표준출하규격에 맞춰 수확·포장하고, 저장이 필요하면 0℃ 저온저장고를 이용하세요.",-,,harvest,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
겨울재배,,수확기,1월 상순~3월 하순,수확,,,,,가이드,수확 후 관리,저온저장고(0℃)를 이용하면 신선도를 오래 유지할 수 있어요.,-,,harvest,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
겨울재배,,수확기,1월 상순~3월 하순,수확,,,,,가이드,수확 후 관리,표준출하규격을 지켜서 수확물을 포장해주세요.,-,,harvest,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
부록,,기상재해 대응,발생시기: 봄,기상재해 대응: 봄가뭄,,,,,기상재해대응,,흑색 PE필름 바닥덮기와 물주기(스프링클러·점적)로 대응해주세요.,실시간조건부,,weather-disaster,증상: 토양 건조로 생육 저하·수량 감소 / 저장된 지역의 최근 기상특보·실측치와 일치할 때만 노출
부록,,기상재해 대응,발생시기: 여름,기상재해 대응: 고온 다습,,,,,기상재해대응,,"35% 이하 흑색 빛가림망을 쓰고 환기를 철저히 하며, 예방적으로 병해충을 방제해주세요.",실시간조건부,,weather-disaster,증상: 생리장해·병 발생 증가 / 저장된 지역의 최근 기상특보·실측치와 일치할 때만 노출
부록,,기상재해 대응,발생시기: 여름·가을,기상재해 대응: 호우·태풍,,,,,기상재해대응,,"시설을 미리 점검하고, 예방적 병해충 방제와 엽면시비, 배수 관리를 철저히 해주세요.",실시간조건부,,weather-disaster,증상: 침수·도복·병 발생 / 저장된 지역의 최근 기상특보·실측치와 일치할 때만 노출
부록,,기상재해 대응,발생시기: 겨울,기상재해 대응: 저온·혹한,,,,,기상재해대응,,"보온 덮개나 터널, 수막재배, 투광성·보온성 높은 덮기자재로 보온해주세요.",실시간조건부,,weather-disaster,증상: 생육 지연·냉해 / 저장된 지역의 최근 기상특보·실측치와 일치할 때만 노출
부록,,기상재해 대응,발생시기: 건조 후 급습 시,기상재해 대응: 석회결핍,,,,,기상재해대응,,"충분한 석회를 시용하고 적습을 유지하며, 질소·칼리 과다 시용을 피해주세요.",실시간조건부,,weather-disaster,증상: 잎끝마름 등 생리장해(토양이 건조하다가 급히 습해지면 발생) / 저장된 지역의 최근 기상특보·실측치와 일치할 때만 노출
부록,,병해충 방제,"생육기 전반, 상시 예방",병해충 방제: 노균병,,,,,병해충방제,,적용약제로 농약안전사용기준에 따라 방제해주세요.,실시간조건부,,pest-control,유형: 병해 / 관련 키워드가 포함된 최근 7일 이내 뉴스가 있을 때만 노출
부록,,병해충 방제,"생육기 전반, 상시 예방",병해충 방제: 균핵병,,,,,병해충방제,,적용약제로 농약안전사용기준에 따라 방제해주세요.,실시간조건부,,pest-control,유형: 병해 / 관련 키워드가 포함된 최근 7일 이내 뉴스가 있을 때만 노출
부록,,병해충 방제,"생육기 전반, 상시 예방",병해충 방제: 회색곰팡이병,,,,,병해충방제,,적용약제로 농약안전사용기준에 따라 방제해주세요.,실시간조건부,,pest-control,유형: 병해 / 관련 키워드가 포함된 최근 7일 이내 뉴스가 있을 때만 노출
부록,,병해충 방제,"생육기 전반, 상시 예방",병해충 방제: 무름병,,,,,병해충방제,,적용약제로 농약안전사용기준에 따라 방제해주세요.,실시간조건부,,pest-control,유형: 병해 / 관련 키워드가 포함된 최근 7일 이내 뉴스가 있을 때만 노출
부록,,병해충 방제,"생육기 전반, 상시 예방",병해충 방제: 총채벌레,,,,,병해충방제,,적용약제로 농약안전사용기준에 따라 방제해주세요.,실시간조건부,,pest-control,유형: 충해 / 관련 키워드가 포함된 최근 7일 이내 뉴스가 있을 때만 노출
부록,,병해충 방제,"생육기 전반, 상시 예방",병해충 방제: 잎굴파리,,,,,병해충방제,,적용약제로 농약안전사용기준에 따라 방제해주세요.,실시간조건부,,pest-control,유형: 충해 / 관련 키워드가 포함된 최근 7일 이내 뉴스가 있을 때만 노출
부록,,병해충 방제,"생육기 전반, 상시 예방",병해충 방제: 나방류,,,,,병해충방제,,적용약제로 농약안전사용기준에 따라 방제해주세요.,실시간조건부,,pest-control,유형: 충해 / 관련 키워드가 포함된 최근 7일 이내 뉴스가 있을 때만 노출
