봄여름가을겨울 재배,재배 지역,작업기간,작업시기,추천작업1,추천작업2,추천작업3,추천작업4,추천작업5,항목구분,가이드분류,체크리스트,주기유형,간격일,작업분류,비고
여름재배,고랭지대,수확 후 10~14일,10월 1일~10월 14일,예비저장,,,,,작업메모,,"12~18℃·습도 80~85%를 유지하면서, 빛이 들지 않고 통풍이 잘되는 서늘한 곳에 얇게 펴서 10~14일간 말려주세요.",-,,storage,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
여름재배,고랭지대,수확 후 10~14일,10월 1일~10월 14일,,,,,,가이드,수확과 저장,잎과 줄기가 노랗게 변하면(황엽기~고엽기) 수확해주세요.,-,,storage,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
여름재배,고랭지대,수확 후 10~14일,10월 1일~10월 14일,예비저장,,,,,가이드,수확과 저장,"수확 후에는 12~18℃·습도 80~85% 환경에서, 빛이 들지 않고 통풍이 잘되는 서늘한 곳에 얇게 펴서 10~14일간 예비저장해주세요.",-,,storage,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
여름재배,고랭지대,수확 후 10~14일,10월 1일~10월 14일,,,,,,가이드,수확과 저장,본 저장 시 3~4℃·습도 80~85%(가공용은 8~10℃)를 유지해주세요.,-,,storage,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
여름재배,고랭지대,수확 후 10~14일,10월 1일~10월 14일,,,,,,가이드,수확과 저장,장기간 저장할 때는 4℃를 유지하면서 주기적으로 환기해주세요.,-,,storage,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
여름재배,고랭지대,저장 중,10월 15일~11월 13일,본저장,,,,,작업,,본저장,주기성,3,storage,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
여름재배,고랭지대,저장 중,10월 15일~11월 13일,본저장,,,,,작업메모,,"3~4℃·습도 80~85%(가공용은 8~10℃)를 유지하고, 3~4일 간격으로 환기하며 상태를 점검해주세요.",-,,storage,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
여름재배,고랭지대,저장 중,10월 15일~11월 13일,,,,,,가이드,수확과 저장,잎과 줄기가 노랗게 변하면(황엽기~고엽기) 수확해주세요.,-,,storage,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
여름재배,고랭지대,저장 중,10월 15일~11월 13일,,,,,,가이드,수확과 저장,"수확 후에는 12~18℃·습도 80~85% 환경에서, 빛이 들지 않고 통풍이 잘되는 서늘한 곳에 얇게 펴서 10~14일간 예비저장해주세요.",-,,storage,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
여름재배,고랭지대,저장 중,10월 15일~11월 13일,본저장,,,,,가이드,수확과 저장,본 저장 시 3~4℃·습도 80~85%(가공용은 8~10℃)를 유지해주세요.,-,,storage,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
여름재배,고랭지대,저장 중,10월 15일~11월 13일,본저장,,,,,가이드,수확과 저장,장기간 저장할 때는 4℃를 유지하면서 주기적으로 환기해주세요.,-,,storage,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
가을재배,제주·남부 해안,파종 전,7월 중순~8월 초,싹틔우기,,,,,작업,,싹틔우기,일회성,,planting,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
가을재배,제주·남부 해안,파종 전,7월 중순~8월 초,싹틔우기,,,,,작업메모,,10~15일간 싹을 틔워주세요(봄재배보다 짧게).,-,,planting,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
가을재배,제주·남부 해안,파종 전,7월 중순~8월 초,싹틔우기,,,,,가이드,씨감자 준비,"씨감자는 10a(약 300평)당 160kg을 준비하고, 30g보다 작거나 250g보다 큰 것은 골라내고 30~50g 크기만 써주세요.",-,,planting,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
가을재배,제주·남부 해안,파종 전,7월 중순~8월 초,싹틔우기,,,,,가이드,씨감자 준비,"씨감자를 자를 땐 위에서 아래 방향으로 자르되, 아래쪽 1/5 정도는 자르지 말고 남겨주세요.",-,,planting,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
가을재배,제주·남부 해안,파종 전,7월 중순~8월 초,싹틔우기,,,,,가이드,씨감자 준비,자른 씨감자는 15~20℃·습도 80~90% 환경에서 10~15일간 햇빛을 살짝 쬐어가며 싹을 틔워주세요.,-,,planting,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
가을재배,제주·남부 해안,파종 전,7월 중순~8월 초,싹틔우기,,,,,가이드,씨감자 준비,싹 틔운 씨감자를 심으면 20~30일쯤 뒤에 땅 위로 싹이 올라오니 그때까지 기다려주세요.,-,,planting,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
가을재배,제주·남부 해안,파종 전,7월 중순~8월 초,싹틔우기,,,,,가이드,씨감자 준비,"품종에 따라 휴면기간이 2개월~5개월로 다르니, 심기 전에 그 품종의 휴면기간을 확인해주세요.",-,,planting,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
가을재배,제주·남부 해안,파종 전,7월 중순~8월 초,,,,,,가이드,심는거리·파종깊이,한 줄로 심을 때는 70~80cm 간격(이랑 사이)에 20~25cm 간격(포기 사이)으로 심어주세요.,-,,planting,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
가을재배,제주·남부 해안,파종 전,7월 중순~8월 초,,,,,,가이드,심는거리·파종깊이,두 줄로 심을 때는 90~140cm(이랑 사이) × 30~40cm(줄 사이) × 20~25cm(포기 사이) 간격으로 심어주세요.,-,,planting,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
가을재배,제주·남부 해안,파종 전,7월 중순~8월 초,,,,,,가이드,심는거리·파종깊이,씨감자는 5~10cm 깊이로 심어주세요.,-,,planting,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
가을재배,제주·남부 해안,파종 전,7월 중순~8월 초,,,,,,가이드,멀칭,여름재배·가을재배라면 검은색 비닐(PE 필름)로 멀칭해주세요.,-,,planting,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
가을재배,제주·남부 해안,파종 시,8월 11일~8월 17일,밭 준비,,,,,작업,,밭 준비,일회성,,planting,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
가을재배,제주·남부 해안,파종 시,8월 18일~8월 24일,멀칭,,,,,작업,,멀칭,일회성,,planting,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
가을재배,제주·남부 해안,파종 시,8월 25일~8월 31일,파종,,,,,작업,,파종,일회성,,planting,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
가을재배,제주·남부 해안,파종 시,8월 25일~8월 31일,밑거름 시비,,,,,작업,,밑거름 시비,일회성,,planting,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
가을재배,제주·남부 해안,파종 시,8월 중순~하순,밭 준비,멀칭,파종,밑거름 시비,,작업메모,,"검은색 비닐로 멀칭한 뒤 파종하고, 봄재배보다 질소 거름을 늘려 밑거름으로 넣어주세요.",-,,planting,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
가을재배,제주·남부 해안,파종 시,8월 중순~하순,,,,,,가이드,씨감자 준비,"씨감자는 10a(약 300평)당 160kg을 준비하고, 30g보다 작거나 250g보다 큰 것은 골라내고 30~50g 크기만 써주세요.",-,,planting,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
가을재배,제주·남부 해안,파종 시,8월 중순~하순,,,,,,가이드,씨감자 준비,"씨감자를 자를 땐 위에서 아래 방향으로 자르되, 아래쪽 1/5 정도는 자르지 말고 남겨주세요.",-,,planting,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
가을재배,제주·남부 해안,파종 시,8월 중순~하순,,,,,,가이드,씨감자 준비,자른 씨감자는 15~20℃·습도 80~90% 환경에서 10~15일간 햇빛을 살짝 쬐어가며 싹을 틔워주세요.,-,,planting,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
가을재배,제주·남부 해안,파종 시,8월 중순~하순,,,,,,가이드,씨감자 준비,싹 틔운 씨감자를 심으면 20~30일쯤 뒤에 땅 위로 싹이 올라오니 그때까지 기다려주세요.,-,,planting,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
가을재배,제주·남부 해안,파종 시,8월 중순~하순,,,,,,가이드,씨감자 준비,"품종에 따라 휴면기간이 2개월~5개월로 다르니, 심기 전에 그 품종의 휴면기간을 확인해주세요.",-,,planting,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
가을재배,제주·남부 해안,파종 시,8월 중순~하순,파종,,,,,가이드,심는거리·파종깊이,한 줄로 심을 때는 70~80cm 간격(이랑 사이)에 20~25cm 간격(포기 사이)으로 심어주세요.,-,,planting,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
가을재배,제주·남부 해안,파종 시,8월 중순~하순,파종,,,,,가이드,심는거리·파종깊이,두 줄로 심을 때는 90~140cm(이랑 사이) × 30~40cm(줄 사이) × 20~25cm(포기 사이) 간격으로 심어주세요.,-,,planting,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
가을재배,제주·남부 해안,파종 시,8월 중순~하순,파종,,,,,가이드,심는거리·파종깊이,씨감자는 5~10cm 깊이로 심어주세요.,-,,planting,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
가을재배,제주·남부 해안,파종 시,8월 중순~하순,멀칭,,,,,가이드,멀칭,여름재배·가을재배라면 검은색 비닐(PE 필름)로 멀칭해주세요.,-,,planting,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
가을재배,제주·남부 해안,생육기,9월 1일~10월 31일,제초,배토(북주기),배수 관리,병해충 방제,,작업,,제초,주기성,7,pest,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
가을재배,제주·남부 해안,생육기,9월 1일~10월 31일,제초,배토(북주기),배수 관리,병해충 방제,,작업,,배토(북주기),주기성,17,pest,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
가을재배,제주·남부 해안,생육기,9월 1일~10월 31일,제초,배토(북주기),배수 관리,병해충 방제,,작업,,배수 관리,주기성,4,pest,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
가을재배,제주·남부 해안,생육기,9월 1일~10월 31일,제초,배토(북주기),배수 관리,병해충 방제,,작업,,병해충 방제,주기성,8,pest,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
가을재배,제주·남부 해안,생육기,9월 1일~10월 31일,제초,배토(북주기),배수 관리,병해충 방제,,작업메모,,"제초·배수 관리는 7~10일 간격(배수는 3~5일)으로 자주 점검하고, 배토(북주기)는 생육기간 중 2~3회 15~20일 간격으로, 병해충 방제는 7~10일 간격으로 해주세요.",-,,pest,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
가을재배,제주·남부 해안,수확기,11월 상순~하순,수확,,,,,작업,,수확,일회성,,harvest,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
가을재배,제주·남부 해안,수확기,11월 상순~하순,수확,,,,,작업메모,,잎과 줄기 상태를 확인하고 수확해주세요.,-,,harvest,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
가을재배,제주·남부 해안,수확기,11월 상순~하순,수확,,,,,가이드,수확과 저장,잎과 줄기가 노랗게 변하면(황엽기~고엽기) 수확해주세요.,-,,harvest,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
가을재배,제주·남부 해안,수확기,11월 상순~하순,,,,,,가이드,수확과 저장,"수확 후에는 12~18℃·습도 80~85% 환경에서, 빛이 들지 않고 통풍이 잘되는 서늘한 곳에 얇게 펴서 10~14일간 예비저장해주세요.",-,,harvest,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
가을재배,제주·남부 해안,수확기,11월 상순~하순,,,,,,가이드,수확과 저장,본 저장 시 3~4℃·습도 80~85%(가공용은 8~10℃)를 유지해주세요.,-,,harvest,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
가을재배,제주·남부 해안,수확기,11월 상순~하순,,,,,,가이드,수확과 저장,장기간 저장할 때는 4℃를 유지하면서 주기적으로 환기해주세요.,-,,harvest,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
가을재배,제주·남부 해안,수확 후 10~14일,12월 1일~12월 14일,예비저장,,,,,작업,,예비저장,일회성,,storage,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
가을재배,제주·남부 해안,수확 후 10~14일,12월 1일~12월 14일,예비저장,,,,,작업메모,,"12~18℃·습도 80~85%를 유지하면서, 빛이 들지 않고 통풍이 잘되는 서늘한 곳에 얇게 펴서 10~14일간 말려주세요.",-,,storage,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
가을재배,제주·남부 해안,수확 후 10~14일,12월 1일~12월 14일,,,,,,가이드,수확과 저장,잎과 줄기가 노랗게 변하면(황엽기~고엽기) 수확해주세요.,-,,storage,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
가을재배,제주·남부 해안,수확 후 10~14일,12월 1일~12월 14일,예비저장,,,,,가이드,수확과 저장,"수확 후에는 12~18℃·습도 80~85% 환경에서, 빛이 들지 않고 통풍이 잘되는 서늘한 곳에 얇게 펴서 10~14일간 예비저장해주세요.",-,,storage,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
가을재배,제주·남부 해안,수확 후 10~14일,12월 1일~12월 14일,,,,,,가이드,수확과 저장,본 저장 시 3~4℃·습도 80~85%(가공용은 8~10℃)를 유지해주세요.,-,,storage,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
가을재배,제주·남부 해안,수확 후 10~14일,12월 1일~12월 14일,,,,,,가이드,수확과 저장,장기간 저장할 때는 4℃를 유지하면서 주기적으로 환기해주세요.,-,,storage,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
가을재배,제주·남부 해안,저장 중,12월 15일~익년 1월 13일,본저장,,,,,작업,,본저장,주기성,3,storage,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
가을재배,제주·남부 해안,저장 중,12월 15일~익년 1월 13일,본저장,,,,,작업메모,,"3~4℃·습도 80~85%(가공용은 8~10℃)를 유지하고, 3~4일 간격으로 환기하며 상태를 점검해주세요.",-,,storage,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
가을재배,제주·남부 해안,저장 중,12월 15일~익년 1월 13일,,,,,,가이드,수확과 저장,잎과 줄기가 노랗게 변하면(황엽기~고엽기) 수확해주세요.,-,,storage,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
가을재배,제주·남부 해안,저장 중,12월 15일~익년 1월 13일,,,,,,가이드,수확과 저장,"수확 후에는 12~18℃·습도 80~85% 환경에서, 빛이 들지 않고 통풍이 잘되는 서늘한 곳에 얇게 펴서 10~14일간 예비저장해주세요.",-,,storage,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
가을재배,제주·남부 해안,저장 중,12월 15일~익년 1월 13일,본저장,,,,,가이드,수확과 저장,본 저장 시 3~4℃·습도 80~85%(가공용은 8~10℃)를 유지해주세요.,-,,storage,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
가을재배,제주·남부 해안,저장 중,12월 15일~익년 1월 13일,본저장,,,,,가이드,수확과 저장,장기간 저장할 때는 4℃를 유지하면서 주기적으로 환기해주세요.,-,,storage,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
겨울(시설)재배,제주·남부 시설,파종 시,11월 21일~12월 5일,멀칭,,,,,작업,,멀칭,일회성,,planting,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
겨울(시설)재배,제주·남부 시설,파종 시,12월 6일~12월 20일,파종,,,,,작업,,파종,일회성,,planting,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
겨울(시설)재배,제주·남부 시설,파종 시,11월 하순~12월 중순,멀칭,파종,,,,작업메모,,시설(하우스) 안에 투명 비닐로 멀칭하고 심어주세요.,-,,planting,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
겨울(시설)재배,제주·남부 시설,파종 시,11월 하순~12월 중순,,,,,,가이드,씨감자 준비,"씨감자는 10a(약 300평)당 160kg을 준비하고, 30g보다 작거나 250g보다 큰 것은 골라내고 30~50g 크기만 써주세요.",-,,planting,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
겨울(시설)재배,제주·남부 시설,파종 시,11월 하순~12월 중순,,,,,,가이드,씨감자 준비,"씨감자를 자를 땐 위에서 아래 방향으로 자르되, 아래쪽 1/5 정도는 자르지 말고 남겨주세요.",-,,planting,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
겨울(시설)재배,제주·남부 시설,파종 시,11월 하순~12월 중순,,,,,,가이드,씨감자 준비,자른 씨감자는 15~20℃·습도 80~90% 환경에서 25~35일간 햇빛을 살짝 쬐어가며 싹을 틔워주세요.,-,,planting,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
겨울(시설)재배,제주·남부 시설,파종 시,11월 하순~12월 중순,,,,,,가이드,씨감자 준비,싹 틔운 씨감자를 심으면 20~30일쯤 뒤에 땅 위로 싹이 올라오니 그때까지 기다려주세요.,-,,planting,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
겨울(시설)재배,제주·남부 시설,파종 시,11월 하순~12월 중순,,,,,,가이드,씨감자 준비,"품종에 따라 휴면기간이 2개월~5개월로 다르니, 심기 전에 그 품종의 휴면기간을 확인해주세요.",-,,planting,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
겨울(시설)재배,제주·남부 시설,파종 시,11월 하순~12월 중순,파종,,,,,가이드,심는거리·파종깊이,한 줄로 심을 때는 70~80cm 간격(이랑 사이)에 20~25cm 간격(포기 사이)으로 심어주세요.,-,,planting,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
겨울(시설)재배,제주·남부 시설,파종 시,11월 하순~12월 중순,파종,,,,,가이드,심는거리·파종깊이,두 줄로 심을 때는 90~140cm(이랑 사이) × 30~40cm(줄 사이) × 20~25cm(포기 사이) 간격으로 심어주세요.,-,,planting,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
겨울(시설)재배,제주·남부 시설,파종 시,11월 하순~12월 중순,파종,,,,,가이드,심는거리·파종깊이,씨감자는 5~10cm 깊이로 심어주세요.,-,,planting,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
겨울(시설)재배,제주·남부 시설,파종 시,11월 하순~12월 중순,멀칭,,,,,가이드,멀칭,봄재배·겨울재배라면 투명 비닐(PE 필름)로 멀칭해주세요.,-,,planting,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
겨울(시설)재배,제주·남부 시설,생육 초반,12월 16일~익년 1월 31일,시설보온,관수,,,,작업,,시설보온,주기성,1,general,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
겨울(시설)재배,제주·남부 시설,생육 초반,12월 16일~익년 1월 31일,시설보온,관수,,,,작업,,관수,주기성,6,general,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
겨울(시설)재배,제주·남부 시설,생육 초반,12월 16일~익년 1월 31일,시설보온,관수,,,,작업메모,,시설보온은 매일 점검해주세요(특히 밤에 기온이 많이 떨어질 때). 관수는 5~7일 간격으로 흙 속 수분 상태를 보고 조절해주세요.,-,,general,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
겨울(시설)재배,제주·남부 시설,생육 중후반,익년 2월 1일~28일,시설환기,병해충 방제,,,,작업,,시설환기,주기성,1,pest,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
겨울(시설)재배,제주·남부 시설,생육 중후반,익년 2월 1일~28일,시설환기,병해충 방제,,,,작업,,병해충 방제,주기성,8,pest,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
겨울(시설)재배,제주·남부 시설,생육 중후반,익년 2월 1일~28일,시설환기,병해충 방제,,,,작업메모,,"시설환기는 매일(기온에 따라 하루 1~2회) 해주시고, 병해충 방제는 7~10일 간격으로 해주세요.",-,,pest,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
겨울(시설)재배,제주·남부 시설,수확기,익년 4월 중순~5월 중순,수확,,,,,작업,,수확,일회성,,harvest,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
겨울(시설)재배,제주·남부 시설,수확기,익년 4월 중순~5월 중순,수확,,,,,작업메모,,잎과 줄기 상태를 확인하고 수확해주세요.,-,,harvest,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
겨울(시설)재배,제주·남부 시설,수확기,익년 4월 중순~5월 중순,수확,,,,,가이드,수확과 저장,잎과 줄기가 노랗게 변하면(황엽기~고엽기) 수확해주세요.,-,,harvest,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
겨울(시설)재배,제주·남부 시설,수확기,익년 4월 중순~5월 중순,,,,,,가이드,수확과 저장,"수확 후에는 12~18℃·습도 80~85% 환경에서, 빛이 들지 않고 통풍이 잘되는 서늘한 곳에 얇게 펴서 10~14일간 예비저장해주세요.",-,,harvest,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
겨울(시설)재배,제주·남부 시설,수확기,익년 4월 중순~5월 중순,,,,,,가이드,수확과 저장,본 저장 시 3~4℃·습도 80~85%(가공용은 8~10℃)를 유지해주세요.,-,,harvest,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
겨울(시설)재배,제주·남부 시설,수확기,익년 4월 중순~5월 중순,,,,,,가이드,수확과 저장,장기간 저장할 때는 4℃를 유지하면서 주기적으로 환기해주세요.,-,,harvest,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
겨울(시설)재배,제주·남부 시설,수확 후 10~14일,익년 5월 21일~6월 3일,예비저장,,,,,작업,,예비저장,일회성,,storage,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
겨울(시설)재배,제주·남부 시설,수확 후 10~14일,익년 5월 21일~6월 3일,예비저장,,,,,작업메모,,"12~18℃·습도 80~85%를 유지하면서, 빛이 들지 않고 통풍이 잘되는 서늘한 곳에 얇게 펴서 10~14일간 말려주세요.",-,,storage,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
겨울(시설)재배,제주·남부 시설,수확 후 10~14일,익년 5월 21일~6월 3일,,,,,,가이드,수확과 저장,잎과 줄기가 노랗게 변하면(황엽기~고엽기) 수확해주세요.,-,,storage,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
겨울(시설)재배,제주·남부 시설,수확 후 10~14일,익년 5월 21일~6월 3일,예비저장,,,,,가이드,수확과 저장,"수확 후에는 12~18℃·습도 80~85% 환경에서, 빛이 들지 않고 통풍이 잘되는 서늘한 곳에 얇게 펴서 10~14일간 예비저장해주세요.",-,,storage,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
