재배유형,날짜,요일,추천작업,작업설명,이시기_주의사항
봄재배,2026-07-18,토,본저장,적정온도 3~4℃(가공용 8~10℃)·습도 80~85% 유지. 장기 저장 시 4℃ 유지 및 주기적 환기가 필요해요.,"고온다습 장마 배수관리, 역병·무름병·습해 주의 / 저온→고온 급변 또는 고온 밀폐 저장 시 흑색심부(내부 흑변) 주의"
봄재배,2026-07-19,일,본저장,적정온도 3~4℃(가공용 8~10℃)·습도 80~85% 유지. 장기 저장 시 4℃ 유지 및 주기적 환기가 필요해요.,"고온다습 장마 배수관리, 역병·무름병·습해 주의 / 저온→고온 급변 또는 고온 밀폐 저장 시 흑색심부(내부 흑변) 주의"
봄재배,2026-07-20,월,본저장,적정온도 3~4℃(가공용 8~10℃)·습도 80~85% 유지. 장기 저장 시 4℃ 유지 및 주기적 환기가 필요해요.,"고온다습 장마 배수관리, 역병·무름병·습해 주의 / 저온→고온 급변 또는 고온 밀폐 저장 시 흑색심부(내부 흑변) 주의"
봄재배,2026-07-21,화,본저장,적정온도 3~4℃(가공용 8~10℃)·습도 80~85% 유지. 장기 저장 시 4℃ 유지 및 주기적 환기가 필요해요.,"고온다습 장마 배수관리, 역병·무름병·습해 주의 / 저온→고온 급변 또는 고온 밀폐 저장 시 흑색심부(내부 흑변) 주의"
봄재배,2026-07-22,수,본저장,적정온도 3~4℃(가공용 8~10℃)·습도 80~85% 유지. 장기 저장 시 4℃ 유지 및 주기적 환기가 필요해요.,"고온다습 장마 배수관리, 역병·무름병·습해 주의 / 저온→고온 급변 또는 고온 밀폐 저장 시 흑색심부(내부 흑변) 주의"
봄재배,2026-07-23,목,본저장,적정온도 3~4℃(가공용 8~10℃)·습도 80~85% 유지. 장기 저장 시 4℃ 유지 및 주기적 환기가 필요해요.,"고온다습 장마 배수관리, 역병·무름병·습해 주의 / 저온→고온 급변 또는 고온 밀폐 저장 시 흑색심부(내부 흑변) 주의"
봄재배,2026-07-24,금,본저장,적정온도 3~4℃(가공용 8~10℃)·습도 80~85% 유지. 장기 저장 시 4℃ 유지 및 주기적 환기가 필요해요.,"고온다습 장마 배수관리, 역병·무름병·습해 주의 / 저온→고온 급변 또는 고온 밀폐 저장 시 흑색심부(내부 흑변) 주의"
봄재배,2026-07-25,토,본저장,적정온도 3~4℃(가공용 8~10℃)·습도 80~85% 유지. 장기 저장 시 4℃ 유지 및 주기적 환기가 필요해요.,"고온다습 장마 배수관리, 역병·무름병·습해 주의 / 저온→고온 급변 또는 고온 밀폐 저장 시 흑색심부(내부 흑변) 주의"
봄재배,2026-07-26,일,본저장,적정온도 3~4℃(가공용 8~10℃)·습도 80~85% 유지. 장기 저장 시 4℃ 유지 및 주기적 환기가 필요해요.,"고온다습 장마 배수관리, 역병·무름병·습해 주의 / 저온→고온 급변 또는 고온 밀폐 저장 시 흑색심부(내부 흑변) 주의"
봄재배,2026-07-27,월,본저장,적정온도 3~4℃(가공용 8~10℃)·습도 80~85% 유지. 장기 저장 시 4℃ 유지 및 주기적 환기가 필요해요.,"고온다습 장마 배수관리, 역병·무름병·습해 주의 / 저온→고온 급변 또는 고온 밀폐 저장 시 흑색심부(내부 흑변) 주의"
봄재배,2026-07-28,화,본저장,적정온도 3~4℃(가공용 8~10℃)·습도 80~85% 유지. 장기 저장 시 4℃ 유지 및 주기적 환기가 필요해요.,"고온다습 장마 배수관리, 역병·무름병·습해 주의 / 저온→고온 급변 또는 고온 밀폐 저장 시 흑색심부(내부 흑변) 주의"
봄재배,2026-07-29,수,본저장,적정온도 3~4℃(가공용 8~10℃)·습도 80~85% 유지. 장기 저장 시 4℃ 유지 및 주기적 환기가 필요해요.,"고온다습 장마 배수관리, 역병·무름병·습해 주의 / 저온→고온 급변 또는 고온 밀폐 저장 시 흑색심부(내부 흑변) 주의"
봄재배,2026-07-30,목,본저장,적정온도 3~4℃(가공용 8~10℃)·습도 80~85% 유지. 장기 저장 시 4℃ 유지 및 주기적 환기가 필요해요.,"고온다습 장마 배수관리, 역병·무름병·습해 주의 / 저온→고온 급변 또는 고온 밀폐 저장 시 흑색심부(내부 흑변) 주의"
봄재배,2026-07-31,금,본저장,적정온도 3~4℃(가공용 8~10℃)·습도 80~85% 유지. 장기 저장 시 4℃ 유지 및 주기적 환기가 필요해요.,"고온다습 장마 배수관리, 역병·무름병·습해 주의 / 저온→고온 급변 또는 고온 밀폐 저장 시 흑색심부(내부 흑변) 주의"
봄재배,2026-08-01,토,본저장,적정온도 3~4℃(가공용 8~10℃)·습도 80~85% 유지. 장기 저장 시 4℃ 유지 및 주기적 환기가 필요해요.,"고온·태풍 대비 배수관리, 출현율 저하 주의 / 저온→고온 급변 또는 고온 밀폐 저장 시 흑색심부(내부 흑변) 주의"
봄재배,2026-08-02,일,본저장,적정온도 3~4℃(가공용 8~10℃)·습도 80~85% 유지. 장기 저장 시 4℃ 유지 및 주기적 환기가 필요해요.,"고온·태풍 대비 배수관리, 출현율 저하 주의 / 저온→고온 급변 또는 고온 밀폐 저장 시 흑색심부(내부 흑변) 주의"
봄재배,2026-08-03,월,본저장,적정온도 3~4℃(가공용 8~10℃)·습도 80~85% 유지. 장기 저장 시 4℃ 유지 및 주기적 환기가 필요해요.,"고온·태풍 대비 배수관리, 출현율 저하 주의 / 저온→고온 급변 또는 고온 밀폐 저장 시 흑색심부(내부 흑변) 주의"
봄재배,2026-08-04,화,본저장,적정온도 3~4℃(가공용 8~10℃)·습도 80~85% 유지. 장기 저장 시 4℃ 유지 및 주기적 환기가 필요해요.,"고온·태풍 대비 배수관리, 출현율 저하 주의 / 저온→고온 급변 또는 고온 밀폐 저장 시 흑색심부(내부 흑변) 주의"
봄재배,2026-08-05,수,본저장,적정온도 3~4℃(가공용 8~10℃)·습도 80~85% 유지. 장기 저장 시 4℃ 유지 및 주기적 환기가 필요해요.,"고온·태풍 대비 배수관리, 출현율 저하 주의 / 저온→고온 급변 또는 고온 밀폐 저장 시 흑색심부(내부 흑변) 주의"
봄재배,2026-08-06,목,본저장,적정온도 3~4℃(가공용 8~10℃)·습도 80~85% 유지. 장기 저장 시 4℃ 유지 및 주기적 환기가 필요해요.,"고온·태풍 대비 배수관리, 출현율 저하 주의 / 저온→고온 급변 또는 고온 밀폐 저장 시 흑색심부(내부 흑변) 주의"
봄재배,2026-08-07,금,본저장,적정온도 3~4℃(가공용 8~10℃)·습도 80~85% 유지. 장기 저장 시 4℃ 유지 및 주기적 환기가 필요해요.,"고온·태풍 대비 배수관리, 출현율 저하 주의 / 저온→고온 급변 또는 고온 밀폐 저장 시 흑색심부(내부 흑변) 주의"
봄재배,2026-08-08,토,본저장,적정온도 3~4℃(가공용 8~10℃)·습도 80~85% 유지. 장기 저장 시 4℃ 유지 및 주기적 환기가 필요해요.,"고온·태풍 대비 배수관리, 출현율 저하 주의 / 저온→고온 급변 또는 고온 밀폐 저장 시 흑색심부(내부 흑변) 주의"
봄재배,2026-08-09,일,본저장,적정온도 3~4℃(가공용 8~10℃)·습도 80~85% 유지. 장기 저장 시 4℃ 유지 및 주기적 환기가 필요해요.,"고온·태풍 대비 배수관리, 출현율 저하 주의 / 저온→고온 급변 또는 고온 밀폐 저장 시 흑색심부(내부 흑변) 주의"
봄재배,2026-08-10,월,본저장,적정온도 3~4℃(가공용 8~10℃)·습도 80~85% 유지. 장기 저장 시 4℃ 유지 및 주기적 환기가 필요해요.,"고온·태풍 대비 배수관리, 출현율 저하 주의 / 저온→고온 급변 또는 고온 밀폐 저장 시 흑색심부(내부 흑변) 주의"
봄재배,2026-08-11,화,본저장,적정온도 3~4℃(가공용 8~10℃)·습도 80~85% 유지. 장기 저장 시 4℃ 유지 및 주기적 환기가 필요해요.,"고온·태풍 대비 배수관리, 출현율 저하 주의 / 저온→고온 급변 또는 고온 밀폐 저장 시 흑색심부(내부 흑변) 주의"
봄재배,2026-08-12,수,본저장,적정온도 3~4℃(가공용 8~10℃)·습도 80~85% 유지. 장기 저장 시 4℃ 유지 및 주기적 환기가 필요해요.,"고온·태풍 대비 배수관리, 출현율 저하 주의 / 저온→고온 급변 또는 고온 밀폐 저장 시 흑색심부(내부 흑변) 주의"
봄재배,2026-08-13,목,본저장,적정온도 3~4℃(가공용 8~10℃)·습도 80~85% 유지. 장기 저장 시 4℃ 유지 및 주기적 환기가 필요해요.,"고온·태풍 대비 배수관리, 출현율 저하 주의 / 저온→고온 급변 또는 고온 밀폐 저장 시 흑색심부(내부 흑변) 주의"
여름재배,2026-03-01,일,싹 틔우기 & 절단,씨감자를 준비해 싹을 틔워요.,"늦서리 주의(1~2주 생육 지연·수량 감소 가능), 지역별 늦서리 시기 고려해 파종"
여름재배,2026-03-02,월,싹 틔우기 & 절단,씨감자를 준비해 싹을 틔워요.,"늦서리 주의(1~2주 생육 지연·수량 감소 가능), 지역별 늦서리 시기 고려해 파종"
여름재배,2026-03-03,화,싹 틔우기 & 절단,씨감자를 준비해 싹을 틔워요.,"늦서리 주의(1~2주 생육 지연·수량 감소 가능), 지역별 늦서리 시기 고려해 파종"
여름재배,2026-03-04,수,싹 틔우기 & 절단,씨감자를 준비해 싹을 틔워요.,"늦서리 주의(1~2주 생육 지연·수량 감소 가능), 지역별 늦서리 시기 고려해 파종"
여름재배,2026-03-05,목,싹 틔우기 & 절단,씨감자를 준비해 싹을 틔워요.,"늦서리 주의(1~2주 생육 지연·수량 감소 가능), 지역별 늦서리 시기 고려해 파종"
여름재배,2026-03-06,금,싹 틔우기 & 절단,씨감자를 준비해 싹을 틔워요.,"늦서리 주의(1~2주 생육 지연·수량 감소 가능), 지역별 늦서리 시기 고려해 파종"
여름재배,2026-03-07,토,싹 틔우기 & 절단,씨감자를 준비해 싹을 틔워요.,"늦서리 주의(1~2주 생육 지연·수량 감소 가능), 지역별 늦서리 시기 고려해 파종"
여름재배,2026-03-08,일,싹 틔우기 & 절단,씨감자를 준비해 싹을 틔워요.,"늦서리 주의(1~2주 생육 지연·수량 감소 가능), 지역별 늦서리 시기 고려해 파종"
여름재배,2026-03-09,월,싹 틔우기 & 절단,씨감자를 준비해 싹을 틔워요.,"늦서리 주의(1~2주 생육 지연·수량 감소 가능), 지역별 늦서리 시기 고려해 파종"
여름재배,2026-03-10,화,싹 틔우기 & 절단,씨감자를 준비해 싹을 틔워요.,"늦서리 주의(1~2주 생육 지연·수량 감소 가능), 지역별 늦서리 시기 고려해 파종"
여름재배,2026-03-11,수,싹 틔우기 & 절단,씨감자를 준비해 싹을 틔워요.,"늦서리 주의(1~2주 생육 지연·수량 감소 가능), 지역별 늦서리 시기 고려해 파종"
여름재배,2026-03-12,목,싹 틔우기 & 절단,씨감자를 준비해 싹을 틔워요.,"늦서리 주의(1~2주 생육 지연·수량 감소 가능), 지역별 늦서리 시기 고려해 파종"
여름재배,2026-03-13,금,싹 틔우기 & 절단,씨감자를 준비해 싹을 틔워요.,"늦서리 주의(1~2주 생육 지연·수량 감소 가능), 지역별 늦서리 시기 고려해 파종"
여름재배,2026-03-14,토,싹 틔우기 & 절단,씨감자를 준비해 싹을 틔워요.,"늦서리 주의(1~2주 생육 지연·수량 감소 가능), 지역별 늦서리 시기 고려해 파종"
여름재배,2026-03-15,일,싹 틔우기 & 절단,씨감자를 준비해 싹을 틔워요.,"늦서리 주의(1~2주 생육 지연·수량 감소 가능), 지역별 늦서리 시기 고려해 파종"
여름재배,2026-03-16,월,싹 틔우기 & 절단,씨감자를 준비해 싹을 틔워요.,"늦서리 주의(1~2주 생육 지연·수량 감소 가능), 지역별 늦서리 시기 고려해 파종"
여름재배,2026-03-17,화,싹 틔우기 & 절단,씨감자를 준비해 싹을 틔워요.,"늦서리 주의(1~2주 생육 지연·수량 감소 가능), 지역별 늦서리 시기 고려해 파종"
여름재배,2026-03-18,수,싹 틔우기 & 절단,씨감자를 준비해 싹을 틔워요.,"늦서리 주의(1~2주 생육 지연·수량 감소 가능), 지역별 늦서리 시기 고려해 파종"
여름재배,2026-03-19,목,싹 틔우기 & 절단,씨감자를 준비해 싹을 틔워요.,"늦서리 주의(1~2주 생육 지연·수량 감소 가능), 지역별 늦서리 시기 고려해 파종"
여름재배,2026-03-20,금,싹 틔우기 & 절단,씨감자를 준비해 싹을 틔워요.,"늦서리 주의(1~2주 생육 지연·수량 감소 가능), 지역별 늦서리 시기 고려해 파종"
여름재배,2026-03-21,토,싹 틔우기 & 절단,씨감자를 준비해 싹을 틔워요.,"늦서리 주의(1~2주 생육 지연·수량 감소 가능), 지역별 늦서리 시기 고려해 파종"
여름재배,2026-03-22,일,싹 틔우기 & 절단,씨감자를 준비해 싹을 틔워요.,"늦서리 주의(1~2주 생육 지연·수량 감소 가능), 지역별 늦서리 시기 고려해 파종"
여름재배,2026-03-23,월,싹 틔우기 & 절단,씨감자를 준비해 싹을 틔워요.,"늦서리 주의(1~2주 생육 지연·수량 감소 가능), 지역별 늦서리 시기 고려해 파종"
여름재배,2026-03-24,화,싹 틔우기 & 절단,씨감자를 준비해 싹을 틔워요.,"늦서리 주의(1~2주 생육 지연·수량 감소 가능), 지역별 늦서리 시기 고려해 파종"
여름재배,2026-03-25,수,싹 틔우기 & 절단,씨감자를 준비해 싹을 틔워요.,"늦서리 주의(1~2주 생육 지연·수량 감소 가능), 지역별 늦서리 시기 고려해 파종"
여름재배,2026-03-26,목,싹 틔우기 & 절단,씨감자를 준비해 싹을 틔워요.,"늦서리 주의(1~2주 생육 지연·수량 감소 가능), 지역별 늦서리 시기 고려해 파종"
여름재배,2026-03-27,금,싹 틔우기 & 절단,씨감자를 준비해 싹을 틔워요.,"늦서리 주의(1~2주 생육 지연·수량 감소 가능), 지역별 늦서리 시기 고려해 파종"
여름재배,2026-03-28,토,싹 틔우기 & 절단,씨감자를 준비해 싹을 틔워요.,"늦서리 주의(1~2주 생육 지연·수량 감소 가능), 지역별 늦서리 시기 고려해 파종"
여름재배,2026-03-29,일,싹 틔우기 & 절단,씨감자를 준비해 싹을 틔워요.,"늦서리 주의(1~2주 생육 지연·수량 감소 가능), 지역별 늦서리 시기 고려해 파종"
여름재배,2026-03-30,월,싹 틔우기 & 절단,씨감자를 준비해 싹을 틔워요.,"늦서리 주의(1~2주 생육 지연·수량 감소 가능), 지역별 늦서리 시기 고려해 파종"
여름재배,2026-03-31,화,싹 틔우기 & 절단,씨감자를 준비해 싹을 틔워요.,"늦서리 주의(1~2주 생육 지연·수량 감소 가능), 지역별 늦서리 시기 고려해 파종"
여름재배,2026-04-01,수,싹 틔우기 & 절단,씨감자를 준비해 싹을 틔워요.,"가뭄 대비 물 관리, 늦서리 주의 지속(고랭지)"
여름재배,2026-04-02,목,싹 틔우기 & 절단,씨감자를 준비해 싹을 틔워요.,"가뭄 대비 물 관리, 늦서리 주의 지속(고랭지)"
여름재배,2026-04-03,금,싹 틔우기 & 절단,씨감자를 준비해 싹을 틔워요.,"가뭄 대비 물 관리, 늦서리 주의 지속(고랭지)"
여름재배,2026-04-04,토,싹 틔우기 & 절단,씨감자를 준비해 싹을 틔워요.,"가뭄 대비 물 관리, 늦서리 주의 지속(고랭지)"
여름재배,2026-04-05,일,싹 틔우기 & 절단,씨감자를 준비해 싹을 틔워요.,"가뭄 대비 물 관리, 늦서리 주의 지속(고랭지)"
여름재배,2026-04-06,월,싹 틔우기 & 절단,씨감자를 준비해 싹을 틔워요.,"가뭄 대비 물 관리, 늦서리 주의 지속(고랭지)"
여름재배,2026-04-07,화,싹 틔우기 & 절단,씨감자를 준비해 싹을 틔워요.,"가뭄 대비 물 관리, 늦서리 주의 지속(고랭지)"
여름재배,2026-04-08,수,싹 틔우기 & 절단,씨감자를 준비해 싹을 틔워요.,"가뭄 대비 물 관리, 늦서리 주의 지속(고랭지)"
여름재배,2026-04-09,목,싹 틔우기 & 절단,씨감자를 준비해 싹을 틔워요.,"가뭄 대비 물 관리, 늦서리 주의 지속(고랭지)"
여름재배,2026-04-10,금,싹 틔우기 & 절단,씨감자를 준비해 싹을 틔워요.,"가뭄 대비 물 관리, 늦서리 주의 지속(고랭지)"
여름재배,2026-04-11,토,싹 틔우기 & 절단 · 밭 준비 & 파종,씨감자를 준비해 싹을 틔워요.,"가뭄 대비 물 관리, 늦서리 주의 지속(고랭지)"
여름재배,2026-04-12,일,싹 틔우기 & 절단 · 밭 준비 & 파종,씨감자를 준비해 싹을 틔워요.,"가뭄 대비 물 관리, 늦서리 주의 지속(고랭지)"
여름재배,2026-04-13,월,싹 틔우기 & 절단 · 밭 준비 & 파종,씨감자를 준비해 싹을 틔워요.,"가뭄 대비 물 관리, 늦서리 주의 지속(고랭지)"
여름재배,2026-04-14,화,싹 틔우기 & 절단 · 밭 준비 & 파종,씨감자를 준비해 싹을 틔워요.,"가뭄 대비 물 관리, 늦서리 주의 지속(고랭지)"
여름재배,2026-04-15,수,싹 틔우기 & 절단 · 밭 준비 & 파종,씨감자를 준비해 싹을 틔워요.,"가뭄 대비 물 관리, 늦서리 주의 지속(고랭지)"
여름재배,2026-04-16,목,싹 틔우기 & 절단 · 밭 준비 & 파종,씨감자를 준비해 싹을 틔워요.,"가뭄 대비 물 관리, 늦서리 주의 지속(고랭지)"
여름재배,2026-04-17,금,싹 틔우기 & 절단 · 밭 준비 & 파종,씨감자를 준비해 싹을 틔워요.,"가뭄 대비 물 관리, 늦서리 주의 지속(고랭지)"
여름재배,2026-04-18,토,싹 틔우기 & 절단 · 밭 준비 & 파종,씨감자를 준비해 싹을 틔워요.,"가뭄 대비 물 관리, 늦서리 주의 지속(고랭지)"
여름재배,2026-04-19,일,싹 틔우기 & 절단 · 밭 준비 & 파종,씨감자를 준비해 싹을 틔워요.,"가뭄 대비 물 관리, 늦서리 주의 지속(고랭지)"
여름재배,2026-04-20,월,싹 틔우기 & 절단 · 밭 준비 & 파종,씨감자를 준비해 싹을 틔워요.,"가뭄 대비 물 관리, 늦서리 주의 지속(고랭지)"
여름재배,2026-04-21,화,밭 준비 & 파종,,"가뭄 대비 물 관리, 늦서리 주의 지속(고랭지)"
여름재배,2026-04-22,수,밭 준비 & 파종,,"가뭄 대비 물 관리, 늦서리 주의 지속(고랭지)"
여름재배,2026-04-23,목,밭 준비 & 파종,,"가뭄 대비 물 관리, 늦서리 주의 지속(고랭지)"
여름재배,2026-04-24,금,밭 준비 & 파종,,"가뭄 대비 물 관리, 늦서리 주의 지속(고랭지)"
여름재배,2026-04-25,토,밭 준비 & 파종,,"가뭄 대비 물 관리, 늦서리 주의 지속(고랭지)"
여름재배,2026-04-26,일,밭 준비 & 파종,,"가뭄 대비 물 관리, 늦서리 주의 지속(고랭지)"
여름재배,2026-04-27,월,밭 준비 & 파종,,"가뭄 대비 물 관리, 늦서리 주의 지속(고랭지)"
여름재배,2026-04-28,화,밭 준비 & 파종,,"가뭄 대비 물 관리, 늦서리 주의 지속(고랭지)"
여름재배,2026-04-29,수,밭 준비 & 파종,,"가뭄 대비 물 관리, 늦서리 주의 지속(고랭지)"
여름재배,2026-04-30,목,밭 준비 & 파종,,"가뭄 대비 물 관리, 늦서리 주의 지속(고랭지)"
여름재배,2026-05-01,금,밭 준비 & 파종,,"가뭄·장마 대비, 덩이줄기 비대기 물 관리 특히 중요(부족 시 비대 불량)"
여름재배,2026-05-02,토,밭 준비 & 파종,,"가뭄·장마 대비, 덩이줄기 비대기 물 관리 특히 중요(부족 시 비대 불량)"
여름재배,2026-05-03,일,밭 준비 & 파종,,"가뭄·장마 대비, 덩이줄기 비대기 물 관리 특히 중요(부족 시 비대 불량)"
여름재배,2026-05-04,월,밭 준비 & 파종,,"가뭄·장마 대비, 덩이줄기 비대기 물 관리 특히 중요(부족 시 비대 불량)"
여름재배,2026-05-05,화,밭 준비 & 파종,,"가뭄·장마 대비, 덩이줄기 비대기 물 관리 특히 중요(부족 시 비대 불량)"
여름재배,2026-05-06,수,밭 준비 & 파종,,"가뭄·장마 대비, 덩이줄기 비대기 물 관리 특히 중요(부족 시 비대 불량)"
여름재배,2026-05-07,목,밭 준비 & 파종,,"가뭄·장마 대비, 덩이줄기 비대기 물 관리 특히 중요(부족 시 비대 불량)"
여름재배,2026-05-08,금,밭 준비 & 파종,,"가뭄·장마 대비, 덩이줄기 비대기 물 관리 특히 중요(부족 시 비대 불량)"
여름재배,2026-05-09,토,밭 준비 & 파종,,"가뭄·장마 대비, 덩이줄기 비대기 물 관리 특히 중요(부족 시 비대 불량)"
여름재배,2026-05-10,일,밭 준비 & 파종,,"가뭄·장마 대비, 덩이줄기 비대기 물 관리 특히 중요(부족 시 비대 불량)"
여름재배,2026-05-11,월,밭 준비 & 파종 · 제초 & 북주기,,"가뭄·장마 대비, 덩이줄기 비대기 물 관리 특히 중요(부족 시 비대 불량)"
여름재배,2026-05-12,화,밭 준비 & 파종 · 제초 & 북주기,,"가뭄·장마 대비, 덩이줄기 비대기 물 관리 특히 중요(부족 시 비대 불량)"
여름재배,2026-05-13,수,밭 준비 & 파종 · 제초 & 북주기,,"가뭄·장마 대비, 덩이줄기 비대기 물 관리 특히 중요(부족 시 비대 불량)"
여름재배,2026-05-14,목,밭 준비 & 파종 · 제초 & 북주기,,"가뭄·장마 대비, 덩이줄기 비대기 물 관리 특히 중요(부족 시 비대 불량)"
여름재배,2026-05-15,금,밭 준비 & 파종 · 제초 & 북주기,,"가뭄·장마 대비, 덩이줄기 비대기 물 관리 특히 중요(부족 시 비대 불량)"
여름재배,2026-05-16,토,밭 준비 & 파종 · 제초 & 북주기,,"가뭄·장마 대비, 덩이줄기 비대기 물 관리 특히 중요(부족 시 비대 불량)"
여름재배,2026-05-17,일,밭 준비 & 파종 · 제초 & 북주기,,"가뭄·장마 대비, 덩이줄기 비대기 물 관리 특히 중요(부족 시 비대 불량)"
여름재배,2026-05-18,월,밭 준비 & 파종 · 제초 & 북주기,,"가뭄·장마 대비, 덩이줄기 비대기 물 관리 특히 중요(부족 시 비대 불량)"
여름재배,2026-05-19,화,밭 준비 & 파종 · 제초 & 북주기,,"가뭄·장마 대비, 덩이줄기 비대기 물 관리 특히 중요(부족 시 비대 불량)"
여름재배,2026-05-20,수,밭 준비 & 파종 · 제초 & 북주기,,"가뭄·장마 대비, 덩이줄기 비대기 물 관리 특히 중요(부족 시 비대 불량)"
여름재배,2026-05-21,목,제초 & 북주기,,"가뭄·장마 대비, 덩이줄기 비대기 물 관리 특히 중요(부족 시 비대 불량)"
여름재배,2026-05-22,금,제초 & 북주기,,"가뭄·장마 대비, 덩이줄기 비대기 물 관리 특히 중요(부족 시 비대 불량)"
여름재배,2026-05-23,토,제초 & 북주기,,"가뭄·장마 대비, 덩이줄기 비대기 물 관리 특히 중요(부족 시 비대 불량)"
여름재배,2026-05-24,일,제초 & 북주기,,"가뭄·장마 대비, 덩이줄기 비대기 물 관리 특히 중요(부족 시 비대 불량)"
여름재배,2026-05-25,월,제초 & 북주기,,"가뭄·장마 대비, 덩이줄기 비대기 물 관리 특히 중요(부족 시 비대 불량)"
여름재배,2026-05-26,화,제초 & 북주기,,"가뭄·장마 대비, 덩이줄기 비대기 물 관리 특히 중요(부족 시 비대 불량)"
여름재배,2026-05-27,수,제초 & 북주기,,"가뭄·장마 대비, 덩이줄기 비대기 물 관리 특히 중요(부족 시 비대 불량)"
여름재배,2026-05-28,목,제초 & 북주기,,"가뭄·장마 대비, 덩이줄기 비대기 물 관리 특히 중요(부족 시 비대 불량)"
여름재배,2026-05-29,금,제초 & 북주기,,"가뭄·장마 대비, 덩이줄기 비대기 물 관리 특히 중요(부족 시 비대 불량)"
여름재배,2026-05-30,토,제초 & 북주기,,"가뭄·장마 대비, 덩이줄기 비대기 물 관리 특히 중요(부족 시 비대 불량)"
여름재배,2026-05-31,일,제초 & 북주기,,"가뭄·장마 대비, 덩이줄기 비대기 물 관리 특히 중요(부족 시 비대 불량)"
여름재배,2026-06-01,월,제초 & 북주기 · 배수·병해충 방제 & 건조제 살포,장마철 습해·역병 주의.,"장마철 배수 관리 필수, 역병·습해 주의(장기 침수 시 단시간에 부패 진행) / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
여름재배,2026-06-02,화,제초 & 북주기 · 배수·병해충 방제 & 건조제 살포,장마철 습해·역병 주의.,"장마철 배수 관리 필수, 역병·습해 주의(장기 침수 시 단시간에 부패 진행) / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
여름재배,2026-06-03,수,제초 & 북주기 · 배수·병해충 방제 & 건조제 살포,장마철 습해·역병 주의.,"장마철 배수 관리 필수, 역병·습해 주의(장기 침수 시 단시간에 부패 진행) / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
여름재배,2026-06-04,목,제초 & 북주기 · 배수·병해충 방제 & 건조제 살포,장마철 습해·역병 주의.,"장마철 배수 관리 필수, 역병·습해 주의(장기 침수 시 단시간에 부패 진행) / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
여름재배,2026-06-05,금,제초 & 북주기 · 배수·병해충 방제 & 건조제 살포,장마철 습해·역병 주의.,"장마철 배수 관리 필수, 역병·습해 주의(장기 침수 시 단시간에 부패 진행) / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
여름재배,2026-06-06,토,제초 & 북주기 · 배수·병해충 방제 & 건조제 살포,장마철 습해·역병 주의.,"장마철 배수 관리 필수, 역병·습해 주의(장기 침수 시 단시간에 부패 진행) / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
여름재배,2026-06-07,일,제초 & 북주기 · 배수·병해충 방제 & 건조제 살포,장마철 습해·역병 주의.,"장마철 배수 관리 필수, 역병·습해 주의(장기 침수 시 단시간에 부패 진행) / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
여름재배,2026-06-08,월,제초 & 북주기 · 배수·병해충 방제 & 건조제 살포,장마철 습해·역병 주의.,"장마철 배수 관리 필수, 역병·습해 주의(장기 침수 시 단시간에 부패 진행) / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
여름재배,2026-06-09,화,제초 & 북주기 · 배수·병해충 방제 & 건조제 살포,장마철 습해·역병 주의.,"장마철 배수 관리 필수, 역병·습해 주의(장기 침수 시 단시간에 부패 진행) / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
여름재배,2026-06-10,수,제초 & 북주기 · 배수·병해충 방제 & 건조제 살포,장마철 습해·역병 주의.,"장마철 배수 관리 필수, 역병·습해 주의(장기 침수 시 단시간에 부패 진행) / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
여름재배,2026-06-11,목,제초 & 북주기 · 배수·병해충 방제 & 건조제 살포,장마철 습해·역병 주의.,"장마철 배수 관리 필수, 역병·습해 주의(장기 침수 시 단시간에 부패 진행) / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
여름재배,2026-06-12,금,제초 & 북주기 · 배수·병해충 방제 & 건조제 살포,장마철 습해·역병 주의.,"장마철 배수 관리 필수, 역병·습해 주의(장기 침수 시 단시간에 부패 진행) / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
여름재배,2026-06-13,토,제초 & 북주기 · 배수·병해충 방제 & 건조제 살포,장마철 습해·역병 주의.,"장마철 배수 관리 필수, 역병·습해 주의(장기 침수 시 단시간에 부패 진행) / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
